name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu,type
Sri Lakshmi Vaibhav,Yes,No,4.0 /5,160,Whitefield,Casual Dining,"South Indian, North Indian, Chinese",500,"['2 Idli with Vada', 'Puri', 'Rice Bath', 'Masala Dosa', 'Plain Dosa', 'Onion Dosa', 'Set Dosa', 'Rava Masala Dosa', 'Rava Onion Dosa', 'Rava Onion Masala Dosa', 'Butter Plain Dosa', 'Butter Masala Dosa', 'Paper Masala Dosa', 'Cheese Masala Dosa', 'Paneer Masala Dosa', '2 Idli', 'Vada', 'Idli with Vada', '2 Idli with Vada', 'Rava Idli', 'Curd Vada', 'Kara Bhaat', 'Puri', 'Rice Bath', 'Mangalore Buns', 'Masala Dosa', 'Plain Dosa', 'Onion Dosa', 'Set Dosa', 'Open Dosa', 'Rava Dosa', 'Rava Masala Dosa', 'Rava Onion Dosa', 'Rava Onion Masala Dosa', 'Butter Plain Dosa', 'Butter Masala Dosa', 'Paper Plain Dosa', 'Paper Masala Dosa', 'Cheese Plain Dosa', 'Cheese Masala Dosa', 'Paneer Plain Dosa', 'Paneer Masala Dosa', 'Neer Dosa', 'Masala Puri', 'Pani Puri', 'Bhel Puri', 'Special Bhel Puri', 'Sev Puri', 'Special Sev Puri', 'Sev Dahi Potato', 'Aloo Puri', 'Papadi Chat', 'Dahi Puri', 'Plain Cutlet', 'Masala Cutlet', 'Pav Bhaji', 'Kadai Pav Bhaji', 'Paneer Pav Bhaji', 'Cheese Pav Bhaji', 'Strawberry Ice Cream', 'Pista Ice Cream', 'Mango Ice Cream', 'Chocolate Ice Cream', 'Tutti Frutti Ice Cream', 'Butterscotch Ice Cream', 'Chocolate Nut Sundae Ice Cream', 'Double Sundae Ice Cream', 'Triple Sundae Ice Cream', 'Tutti Frutti Special Ice Cream', 'Gudbud Ice Cream', 'Fruit Sundae Ice Cream', 'Fruit Salad', 'Fruit Salad with Ice Cream', 'Falooda', 'Special Falooda', 'Royal Falooda', 'Apple Milkshake', 'Muskmelon Milkshake', 'Pomegranate Milkshake', 'Badam Milkshake', 'Strawberry Milkshake', 'Coffee Milkshake', 'Pista Milkshake', 'Butterscotch Milkshake', 'Mosambi Juice', 'Orange Juice', 'Pineapple Juice', 'Grape Juice', 'Muskmelon Juice', 'Pudina Lime Juice', 'Fresh Lime Juice', 'Kara Lassi', 'Sweet Lassi', 'Salted Lassi', 'Coffee', 'Tea', 'Milk', 'Horlicks', 'Badam Milk']",Dine-out
Spicy Onion,Yes,No,3.6 /5,30,Whitefield,Casual Dining,"North Indian, Chinese",400,[],Dine-out
Terracotta Whitefield,No,Yes,4.0 /5,244,Whitefield,Fine Dining,"North Indian, Lucknowi, Afghan","3,000",[],Dine-out
Abhiruchi Andhra Mess,Yes,No,3.1 /5,62,Whitefield,Mess,"Andhra, Biryani, South Indian",300,[],Dine-out
Sri Udupi Park,Yes,No,3.9 /5,160,Whitefield,Casual Dining,"South Indian, North Indian, Chinese, Beverages",300,[],Dine-out
Kalmane Koffees,No,No,3.9 /5,104,Whitefield,Cafe,Cafe,350,[],Dine-out
Nieghbourhood Cafe,No,No,3.7 /5,39,Whitefield,Casual Dining,"Pizza, Italian, Chinese, North Indian",750,[],Dine-out
Third Wave Coffee Roasters,No,No,3.8 /5,25,Whitefield,Cafe,"Cafe, Continental, Desserts",800,[],Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,2.5 /5,544,Whitefield,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,[],Dine-out
Thalassery Restaurant,Yes,No,2.9 /5,550,Whitefield,Casual Dining,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500,"['Paratha Chicken Curry Combo', 'Chicken Dry Biriyani', 'Mutton Biryani', 'Al Faham Half', 'Shavarma Roll', 'Grilled Chicken Half', 'Thalassery Chicken Dum Biryani', 'Paratha Chicken Curry Combo', 'Tandoori Chicken [Half]', 'Thalassery Chicken Dum Biryani', 'Chinese Combo', 'Paratha Chicken Curry Combo', 'Tandoori Combo', 'Bamboo Noodles Soup', 'Veg Clear Soup', 'Veg Mushroom Soup', 'Veg Talumein Soup', 'French Onion Soup', 'Cream of Mushroom Soup', 'Cream of Spinach Corn Soup', 'Cream of Tomato Soup', 'Cream Veg Soup', 'Hot and Sour Veg Soup', 'Lung Fung Veg Soup', 'Sweet Corn Veg Soup', 'Veg Manchow Soup', 'Veg Noodles Soup', 'Cream Chicken Soup', 'Lung Fung Soup', 'Chicken Manchow Soup', 'Chicken Noodles Soup', 'Sweet Corn Chicken Soup', 'Chicken Clear Soup', 'Chicken Peppery Lemon Soup', 'Hot and Sour Chicken Soup', 'Tom Yum Non Veg Soup', 'Mutton Soup', 'Thai King Non Veg Soup', 'Thai Special Non Veg Soup', 'Cucumber Salad', 'Onion Salad', 'Green Salad', 'Chicken Hawaiian Salad', 'Combo 2', 'Combo 3', 'French Fries', 'Chinese Boiled Vegetable', 'Chilly Gobi', 'Hot Garlic Vegetable', 'Hot Garlic Baby Corn', 'Baby Corn Manchurian Dry', 'Chilli Paneer', 'Chilli Potato', 'Chilly Baby Corn', 'Chilly Paneer Dry', 'Chilli Veg', 'Crispy Cauliflower', 'Crispy Paneer', 'Crispy Veg', 'Gobi Manchurian', 'Gobi Tikka', 'Mushroom Manchurian Dry', 'Paneer Manchurian Dry', 'Sweet and Sour Vegetable', 'Veg Manchurian Dry', 'Baby Corn Salt and Pepper', 'Paneer Bhurji', 'Sliced Baby Corn with Mushroom', 'Gobi Chilly', 'Paneer chilly', 'Chilly Veg Gravy', 'Paneer Salt and Pepper', 'Pepper Mushroom and Baby Corn', 'Paneer Malai Seekh', 'Egg Roast', 'Golden Kabab', 'Green Pepper Chicken', 'Marchi Tikka', 'Boiled Egg Single', 'Boiled Egg [2 Egg]', 'Omelette', 'Egg Burji', 'Honey Chilli Chicken', 'Pepper Chicken Dry', 'Crispy Chicken', 'Shami Kabab', 'Roasted Chilli Chicken', 'Chinese Chilli Chicken', 'Chicken Lollipop [6Piceces]', 'Chicken Pepper Roast', 'Chicken Salt and Pepper', 'Dragon Chicken', 'Chinese Chicken Manchurian', 'Shanghai Chicken', 'Bell Pepper Chicken', 'Hunan Chicken', 'Chicken Vajista', 'Mutton Fry', 'Gobi 65', 'Paneer 65', 'Mutton Roast', 'Barbecue Chicken [Half]', 'Chicken 65', 'Tankai Chicken', 'Chilly Mutton', 'Garlic Mutton', 'Ginger Mutton', 'Mutton Pepper Fry', 'Boneless Chicken 65', 'Haryali Kabab', 'Banjara Kabab', 'Chilli Milli Kabab [6 Pieces]', 'Jafrani Kabab', 'Sesame Chicken', 'Sulani Kabab', 'Thalassery Special Kabab', 'Prawns 65', 'Lamb Dry Fry Chilli', 'Lamb Pepper Salt', 'Crispy Lamb Honey', 'Lamb Oyster Crispy', 'Tangy Chicken', 'Barbecue Chicken [Full]', 'Tandoori Platter', 'Lemon Fish Dry', 'Sweet and Sour Fish', 'Chilly Fish Dry', 'Garlic Fish Dry', 'Ginger Fish Dry', 'Prawns Pepper Fry', 'Chilli Prawns', 'Fish Manchurian Dry', 'Fish Salt and Pepper', 'Garlic Prawns Dry', 'Ginger Prawns', 'Prawns Manchurian', 'Prawns Fry', 'Dragon Prawns', 'Fish in Hot Plate', 'Butter Honey Prawns', 'Pepper Chilli Prawns', 'Prawns Salt and Pepper', 'Shanghai Prawns', 'Prawns in Hot Plate', 'King Fish Tawa', 'Aloo Gobi', 'Malai Paneer Tikka', 'Aloo Gobi Tandoori', 'Hariyali Paneer', 'Mushroom Tikka', 'Veg Seek Kabab', 'Paneer Tikka', 'Tandoori Veg Platter', 'Tandoori Chicken [Full]', 'Mayyonais', 'Tandoori Chicken [Half]', 'Chicken Achari Tikka', 'Chicken Tikka', 'Reshmi Kabab', 'Hariyali Kabab', 'Malai Kabab', 'Fish Tikka', 'Aloo Mutter', 'Aloo Palak', 'Dal Fry', 'Dal Tadka', 'Green Peas Kurma', 'Kadai Mushroom', 'Kadhai Veg', 'Kadai Paneer', 'Kadala Curry', 'Paneer Mutter Masala', 'Veg Stew North Style', 'Mushroom Salt N Pepper', 'Dal Palak', 'Veg Kali Mirchi', 'Aloo Jeera Dry', 'Kadai Gobi', 'Veg Jalfrezi', 'Aloo Gobi', 'Green Peas Masala', 'Mixed Veg Curry', 'Mushroom Pepper Fry Curry', 'Mushroom Pepper Masala', 'Paneer Butter Masala', 'Tomato Green Peas Masala', 'Veg Hyderabadi', 'Veg Kolhapuri', 'Baby Corn Kadai', 'Baby Corn Masala', 'Butter Dal Fry', 'Dum Aloo', 'Mushroom Masala', 'Mushroom Palak', 'Mutter Paneer', 'Palak Paneer', 'Paneer Mughalai', 'Paneer Tikka Masala', 'Veg Makhanwala', 'Dal Makhani', 'Kadai Mushroom', 'Kadai Paneer', 'Malai Kofta', 'Malai Paneer', 'Methi Malai Mutter', 'Paneer Shahi Kurma', 'Punjabi Kofta', 'Uttar Dakshin', 'Egg Manchurian', 'Egg Burji Masala', 'Egg Curry', 'Egg Masala', 'Chicken Lazeez', 'Mimi Chicken', 'Chicken Punjabi', 'Chicken Pepper Masala', 'Nadan Chicken Curry', 'Chicken Jaipuri', 'Chicken Hyderabadi', 'Thalassery Chicken Curry', 'Boneless Chicken Rara', 'Chicken Curry', 'Chicken Patiala', 'Chicken Kurma', 'Chicken 65 Masala', 'Chicken Masala', 'Murgh Hyderbadi', 'Chicken Kolhapuri', 'Butter Chicken Masala', 'Chicken Afghani', 'Chicken Barta', 'Chicken Chettinad', 'Chicken Dopiaza', 'Chicken Lahori', 'Chicken Palak', 'Chicken Rogan Josh', 'Chicken Sagoti', 'Chicken Stew', 'Chicken Tikka Masala', 'Chicken Kadai', 'Chicken Mughalai', 'Anarkali Chicken', 'Chicken Guldasta', 'Chicken Shanjahani', 'Chicken Bhuna', 'Murg Musallam', 'Badami Chicken Gravy', 'Mutton Masala', 'Mutton Rogan Josh', 'Mutton Kurma', 'Mutton Do Pyaza', 'Mutton Mughlai', 'Mutton Shahi Kurma', 'Mutton Stew', 'Mutton Chops', 'Dal Gosht', 'Mutton Pepper Masala', 'Mutton Rara', 'Mutton Tikka Masala', 'Mutton Lal Maas', 'Ayala Curry', 'Lemon Fish Gravy', 'Fish Chilli Gravy', 'Fish Oyster Sauce Gravy', 'Garlic Fish Gravy', 'Ginger Fish Gravy', 'Malabar Fish Curry', 'Chilli Prawns', 'Prawns Pepper Masala', 'Ginger Prawns Gravy', 'Prawns Manchurian Gravy', 'Garlic Prawns Gravy', 'Veg Sweet and Sour Gravy', 'Baby Corn Schezwan Gravy', 'Baby Corn Manchurian Gravy', 'Chilli Veg Gravy', 'Chilli Paneer Gravy', 'Gobi Manchurian Gravy', 'Chilli Mushroom', 'Chilli Mushroom Gravy', 'Mushroom Manchurian Gravy', 'Paneer Manchurian Gravy', 'Veg Manchurian Gravy', 'Leg Chilli Chicken', 'Veg Harabara Kabab', 'Chicken Manchurian Gravy', 'Ginger Chicken Gravy', 'Lemon Chicken Gravy', 'Chilli Chicken Gravy', 'Crispy Chicken', 'Garlic Chicken Gravy', 'Honey Chilli Chicken', 'Honey Chilli Chicken Gravy', 'Black Pepper Chicken', 'Chicken in Garlic Sauce', 'Chicken Manchurian Dry', 'Green Pepper Chicken', 'Miami Chicken', 'Mutton Manchurian Gravy', 'Schezwan Chicken Gravy', 'Chicken Butter Garlic', 'Chicken in Oyster Sauce', 'Hong Kong Chicken', 'Kung Pao Chicken', 'Schezwan Chicken', 'Green Pepper Chicken Gravy', 'Kerala Paratha', 'Appam', 'Tandoori Roti', 'Butter Chapatti', 'Butter Roti', 'Kulcha', 'Rumali Roti', 'Butter Kulcha', 'Wheat Paratha', 'Aloo Kulcha', 'Aloo Paratha', 'Butter Paratha', 'Garlic Naan', 'Chicken Vajista', 'Veg Fried Rice', 'Veg Noodles', 'Schezwan Veg Noodles', 'Mixed Noodles', 'Mixed Fried Rice', 'Egg Fried Rice', 'Egg Noodles', 'Schezwan Egg Noodles', 'Chicken Fried Rice', 'Chicken Noodles', 'Schezwan Chicken Fried Rice', 'Schezwan Chicken Noodles', 'Prawns Fried Rice', 'Mutton Noodles', 'Mutton Fried Rice', 'Schezwan Veg Noodles', 'Veg Hakka Noodles', 'Veg Chowmein', 'Veg Noodles', 'Veg American Chopsuey', 'Egg Noodles', 'Veg Chinese Chopsuey', 'Mutton Noodles', 'Chicken Hakka Noodles', 'Chicken Noodles', 'Non Veg American Chopsuey', 'Chicken Chowmein', 'Chicken Fried Noodles', 'Non Veg Chinese Chopsuey', 'Prawns Noodles', 'Schezwan Mutton Noodles', 'Schezwan Prawns Noodles', 'Mix Noodles', 'Thalassery Chicken Dum Biryani', 'Mix Raitha', 'Ghee Rice', 'White Rice', 'Biryani Rice', 'Jeera Rice', 'Curd Rice', 'Veg Biryani', 'Veg Pulao', 'Kashmiri Pulao', 'Egg Biryani', 'Chicken Dry Biriyani', 'Fish Biryani', 'Mutton Biryani', 'Prawns Biryani', 'Chicken Biriyani Family Pack', 'Mutton Biriyani Family Pack', 'Only Chicken Shawarma', 'Only Chicken Plate Shawarma', 'Mayyonaise', 'Plate Shavarma', 'Al Faham Half', 'BBQ Chicken half', 'Pepper Bbq Half', 'Al Faham Full', 'BBQ Chicken Full', 'Pepper Bbq Full', 'Shavarma Roll', 'Grilled Chicken Half', 'Grilled Chicken Full', 'Fruit Salad Plain', 'Choco Cruise Ice Cream', 'Fruit Salad with Ice Cream', 'Fruity Twist', 'Mango Mountain', 'Strawberry Heaven', 'Falooda Ice Cream', 'Dry Fruit Salad', 'Dilkush', 'Dry Fruit Carnival', 'Thalassery Special Falooda', 'Love 20', 'Sd 300 Ml', 'Sprite [750 ml]', 'Thumbs Up [750 ml]', 'Mint Lime Soda', 'Salt Lassi', 'Mint Lime', 'Mango Lassi', 'Irani Lime', 'Magic Lime', 'Musambi Juice', 'Musk Melon Juice', 'Orange Juice', 'Pineapple Juice', 'Pineapple Lime', 'Watermelon Juice', 'Mango Juice [Seosonal]', 'Pulpy Grape Juice', 'Anar Juice', 'Saudi Shake', 'Cashew Shake', 'Mango Icecream Shake', 'Musk Melon Shake', 'Apple Shake', 'Boost Shake', 'Butter Fruit Shake', 'Chikku Shake', 'Horlicks Shake', 'Mango Shake', 'Oreo Shake', 'Anar Shake', 'Papaya Shake', 'Sharjah Shake', 'Badam Shake', 'Cocktail Shake', 'Irani Shake', 'Arabian Shake', 'Anjeer Shake', 'Vanilla Shake', 'Butterscotch Shake', 'Chocolate Shake', 'Cold Coffee Shake', 'Pista Shake', 'Strawberry Shake', 'Strawbery Ice Cream Shake', '50-50 Shake', 'Spanish Shake', 'Veg Macaroni', 'Veg Cheese Macaroni', 'Chicken Macaroni', 'Chicken Cheese Macaroni', 'Mixed Cheese Macaroni', 'Mixed Veg Raitha', 'Green Salad', 'Masala Pappad', 'Pineapple Raitha', 'Ayala Fry', 'Karimeen', 'Ayala Fish Curry', 'Seer Fish Fry', 'Malabar Fish Curry', 'Thala Curry', 'Green Chicken', 'Black Pepper Fish', 'Cheese Malai Kabab', 'Chicken Malwani', 'Murgh Kumba Haradhonia', 'Tandoori Vatta', 'Tandoori Chicken [Full]', 'Tandoori Pomfret', 'Thulli Meen Fry', 'Pepsi 2ltr', 'Baby Corn 65', 'Mutton Keema', 'Snapper Pollichathu', 'Coconut Chicken Kerala Style', 'Puff Chicken', 'Pudami Kabab', 'Slice Dragon Chicken', 'Chicken 555', 'Hariyali Chilly Chicken', 'Thala Curry', 'Sambar', 'Mutton Salt&pepper', 'Green Peas Kurma', 'Kadala Curry', 'Dal Fry', 'Dal Tadka', 'Aloo Gobi', 'Aloo Mutter', 'Paneer Butter Masala', 'Paneer Mutter Masala', 'Veg Kurma c', 'Aloo Palak', 'Kadhai Veg', 'Paneer Tikka Masala', 'Kadai Mushroom', 'Kadai Paneer', 'Mix Veg Curry c', 'Veg Hydrabadi', 'Dal Makhni c', 'Mutter Paneer c', 'Nadan Chicken Curry', 'Thalassery Chicken Curry c', 'Chicken Kabab Full [ 6Piceces]', 'Chicken Kadai', 'Chicken Pepper Masala', 'Boneless Chicken Rara', 'Chicken Tikka Masal c', 'Chicken Hyderabadi', 'Chicken Punjabi', 'Chicken Patiala', 'Chicken Chukka c', 'Chicken Do piasa', 'Pepper Chicken Fry', 'Chicken 65 Boneless', 'Chicken Lazeez', 'Chicken Kabab Full [ 12Piceces]', 'Only Chicken Shavarma', 'Only Chicken Plate Shavarma', 'Soft Drink Half Ltr', 'Salt Lassi', 'Sweet lassi', 'Mango Lassi', 'Mutton Kholahpuri', 'Mutton Masala', 'Mutton Rogan Josh', 'Mutton Fry', 'Mutton Roast']",Dine-out
Meghana Grand,Yes,No,3.5 /5,131,Whitefield,Casual Dining,"Biryani, Andhra",800,[],Dine-out
Chinese Chaska,Yes,No,3.1 /5,127,Whitefield,Casual Dining,"Chinese, North Indian, Biryani",550,[],Dine-out
Treat,Yes,No,3.8 /5,63,Whitefield,Casual Dining,"North Indian, Mughlai",800,[],Dine-out
The Diner,Yes,No,3.6 /5,197,Whitefield,Casual Dining,"North Indian, Chinese, Andhra, Biryani",700,[],Dine-out
W XYZ - Aloft Hotel,No,Yes,3.7 /5,95,Whitefield,Lounge,Finger Food,"1,700",[],Dine-out
